"OPCUNO";"OPADRT";"OPADID";"OPCUNM";"OPCUA1";"OPCUA2";"OPCUA3";"OPCUA4";"OPTOWN";"OPPONO";"OPECAR";"OPMODL";"OPPHNO";"OPCSCD";"OPVRNO";"OPFVDT";"OPLVDT";"OPBCKO";"OPPADL";"OKDIVI";"OKCUNO";"OKSTAT";"OKCUCL";"OKCUTP";"OKADID";"OKSMCD";"OKCUCD";"OKDTFM";"OKSDST";"OKPYNO";"OKLHCD";"OKBLCD";"OKCFC1";"OKCFC2";"OKCFC3";"OKCFC4";"OKCFC5";"OKCFC6";"OKCFC7";"OKCFC8";"OKCFC9";"OKCFC0";"OKFACI";"OKEMAL";"OCCUNO";"OCASCD";"OCFDAT";"OCTDAT"
"70103905";"1";"";"L'ATELIER DU CYCLE E8R";"MR GROLIER J.F.";"13 PLACE LOUIS BLANC";"03300 CUSSET";"";"CUSSET";"03300";"03";"CAM";"0470986622";"FR";"53351479449";"0";"99999999";"1";"1";"510";"70103905";"20";"LAF";"0";"";"RADASEB";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"732";"";"";".00";"TRA";"755";"E";"";"atelierducycle@aliceadsl.fr";"70103905";"CWFR";"20080103";"20210101"
"70103908";"1";"";"ATELIER DU VAL DE BESBRE E8R";"M. MULLER PATRICK";"ZA LES VERNISSES";"03290 DIOU";"";"DIOU";"03290";"03";"CAM";"0470484380";"FR";"12513154153";"0";"99999999";"1";"1";"510";"70103908";"20";"LAD";"0";"";"RADASEB";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"732";"";"E";".00";"TRA";"755";"T";"";"eavernissepatrick@orange.fr";"70103908";"POSTE";"20111201";"20210101"
"70103909";"1";"03330";"UN VELO A LA CAMPAGNE";".";"LE BOURG-DERRIERE L'EGLISE";"03330 LOUROUX DE BOUBLE";"";"LOUROUX DE BOUBLE";"03330";"03";"CAM";"";"FR";"";"0";"99999999";"1";"1";"510";"70103909";"20";"LAL";"0";"03330";"RADASEB";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"1";"";".00";"TRA";"750";"E";"";"ac.debrade@orange.fr";"70103909";"F/PGT";"20150101";"20230101"
"70103909";"1";"";"UN VELO A LA CAMPAGNE EURL I8E6";".";"LA GARE";"03330 LOUROUX DE BOUBLE";"";"LOUROUX DE BOUBLE";"03330";"03";"CAM";"0672209056";"FR";"90811134105";"0";"99999999";"1";"1";"510";"70103909";"20";"LAL";"0";"03330";"RADASEB";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"1";"";".00";"TRA";"750";"E";"";"ac.debrade@orange.fr";"70103909";"F/GIT";"20150101";"20230101"
"70103909";"1";"";"UN VELO A LA CAMPAGNE EURL I8E6";".";"LA GARE";"03330 LOUROUX DE BOUBLE";"";"LOUROUX DE BOUBLE";"03330";"03";"CAM";"0672209056";"FR";"90811134105";"0";"99999999";"1";"1";"510";"70103909";"20";"LAL";"0";"03330";"RADASEB";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"1";"";".00";"TRA";"750";"E";"";"ac.debrade@orange.fr";"70103909";"CWFR";"20150101";"20230101"
"70103909";"1";"";"UN VELO A LA CAMPAGNE EURL I8E6";".";"LA GARE";"03330 LOUROUX DE BOUBLE";"";"LOUROUX DE BOUBLE";"03330";"03";"CAM";"0672209056";"FR";"90811134105";"0";"99999999";"1";"1";"510";"70103909";"20";"LAL";"0";"03330";"RADASEB";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"1";"";".00";"TRA";"750";"E";"";"ac.debrade@orange.fr";"70103909";"F/PGT";"20150101";"20230101"
"70103909";"1";"03330";"UN VELO A LA CAMPAGNE";".";"LE BOURG-DERRIERE L'EGLISE";"03330 LOUROUX DE BOUBLE";"";"LOUROUX DE BOUBLE";"03330";"03";"CAM";"";"FR";"";"0";"99999999";"1";"1";"510";"70103909";"20";"LAL";"0";"03330";"RADASEB";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"1";"";".00";"TRA";"750";"E";"";"ac.debrade@orange.fr";"70103909";"F/GIT";"20150101";"20230101"
"70103909";"1";"03330";"UN VELO A LA CAMPAGNE";".";"LE BOURG-DERRIERE L'EGLISE";"03330 LOUROUX DE BOUBLE";"";"LOUROUX DE BOUBLE";"03330";"03";"CAM";"";"FR";"";"0";"99999999";"1";"1";"510";"70103909";"20";"LAL";"0";"03330";"RADASEB";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"1";"";".00";"TRA";"750";"E";"";"ac.debrade@orange.fr";"70103909";"CWFR";"20150101";"20230101"
"70104007";"1";"";"BACHELAS CYCLES SARL R";".";"24 BD DE LA PLAINE";"04100 MANOSQUE";"";"MANOSQUE";"04100";"04";"3";"0492721584";"FR";"24531994952";"0";"99999999";"1";"1";"510";"70104007";"20";"LTR";"0";"";"RSANPHI";"EUR";"DMY";"MET";"";"FR";"0";"N2";".00";"12";"732";"1";"";".00";"TRA";"LIB";"T";"";"benjamin.bachelas@orange.fr";"70104007";"POSTE";"20160101";"20210101"
"70104008";"1";"";"MOTO COMPTOIR SARL E6R";".";"8 COURS DES ARES";"04000 DIGNE LES BAINS";"";"DIGNE LES BAINS";"04000";"04";"CAM";"0492315325";"FR";"62531250231";"0";"99999999";"1";"1";"510";"70104008";"20";"LTR";"0";"";"RSANPHI";"EUR";"DMY";"MET";"";"FR";"0";"N7";"80.00";"12";"710";"";"";"35.00";"TRA";"TRA";"E";"";"moto-comptoir@orange.fr";"70104008";"POSTE";"20130101";"20210101"
"70104027";"1";"";"GALLARDO BOERO I0B";"RUE DENIS PAPIN";"ZI SAINT CHRISTOPHE";"04000 DIGNE LES BAINS";"";"DIGNE LES BAINS";"04000";"04";"CAM";"0492310529";"FR";"42437837834";"0";"99999999";"1";"1";"510";"70104027";"20";"LTR";"0";"";"RSANPHI";"EUR";"DMY";"MET";"";"FR";"0";"N2";".00";"12";"710";"";"";".00";"TRA";"LIB";"E";"";"gbikeshop@gmail.com";"70104027";"F/BIA";"20011025";"20210101"
"70104914";"1";"";"RANDO PASSION";"BONAGLIA CHANTAL";"31 RUE JULES BERAUD";"04400 BARCELONNETTE";"";"BARCELONNETTE";"04400";"04";"CAM";"0492814334";"FR";"77533796389";"0";"99999999";"1";"1";"510";"70104914";"20";"LAL";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"E";".00";"TRA";"750";"";"";"chantal.bonaglia@free.fr";"70104914";"CWFR";"20170501";"20230101"
"70105027";"1";"";"TECHMOBILCYCLES R";"MR DENIS CHAUVIN";"1 RUE DE LA CONCORDE";"05300 LARAGNE MONTEGLIN";"";"LARAGNE MONTEGLIN";"05300";"05";"CAM";"0670735435";"FR";"35353979909";"0";"99999999";"1";"1";"510";"70105027";"20";"LTR";"0";"";"RSANPHI";"EUR";"DMY";"MET";"";"FR";"0";"N6";"45.00";"12";"710";"1";"E";"45.00";"TRA";"LIB";"T";"";"techmobilcycles05@orange.fr";"70105027";"POSTE";"20130201";"20210101"
"70105040";"1";"";"REPELLIN SPORT I7E8";"MMe REPELLIN";"PLACE JEAN LEA LE BOURG";"05470 AIGUILLES";"";"AIGUILLES";"05470";"05";"CAM";"0492467044";"FR";"82433059789";"0";"99999999";"1";"1";"510";"70105040";"20";"LTR";"0";"";"RSANPHI";"EUR";"DMY";"MET";"";"FR";"0";"N2";".00";"12";"710";"";"";".00";"TRA";"LIB";"";"";"jmr.queyras@infonie.fr";"70105040";"POSTE";"20190101";"20230101"
"70105040";"1";"";"REPELLIN SPORT I7E8";"MMe REPELLIN";"PLACE JEAN LEA LE BOURG";"05470 AIGUILLES";"";"AIGUILLES";"05470";"05";"CAM";"0492467044";"FR";"82433059789";"0";"99999999";"1";"1";"510";"70105040";"20";"LTR";"0";"";"RSANPHI";"EUR";"DMY";"MET";"";"FR";"0";"N2";".00";"12";"710";"";"";".00";"TRA";"LIB";"";"";"jmr.queyras@infonie.fr";"70105040";"CWFR";"20070501";"20230101"
"70105049";"1";"";"HEVAE SARL I20E7";"LE GRIMPEUR CYCLE 05";"2 RUE DE NESTLE";"05000 GAP";"";"GAP";"05000";"05";"3";"0492436558";"FR";"09820211241";"0";"99999999";"1";"1";"510";"70105049";"20";"LTR";"0";"";"RSANPHI";"EUR";"DMY";"MET";"";"FR";"2";"N1";".00";"12";"732";"1";"";".00";"TRA";"TRA";"T";"";"cycle05@orange.fr";"70105049";"F/BIA";"19990101";"20210101"
"70105049";"1";"";"HEVAE SARL I20E7";"LE GRIMPEUR CYCLE 05";"2 RUE DE NESTLE";"05000 GAP";"";"GAP";"05000";"05";"3";"0492436558";"FR";"09820211241";"0";"99999999";"1";"1";"510";"70105049";"20";"LTR";"0";"";"RSANPHI";"EUR";"DMY";"MET";"";"FR";"2";"N1";".00";"12";"732";"1";"";".00";"TRA";"TRA";"T";"";"cycle05@orange.fr";"70105049";"CWFR";"20060601";"20210101"
"70105050";"1";"";"CYCLES FABRE M. DENIS PAYANY E8";".";"3 RUE VILLARD";"05000 GAP";"";"GAP";"05000";"05";"CAM";"0492515137";"FR";"95523628758";"0";"99999999";"1";"1";"510";"70105050";"20";"LTR";"0";"";"RSANPHI";"EUR";"DMY";"MET";"";"FR";"0";"N7";".00";"12";"710";"1";"";".00";"TRA";"TRA";"T";"";"cyclesfabre.denispayany@orange.fr";"70105050";"CWFR";"20060601";"20230101"
"70105907";"1";"";"JUGE SPORTS I9E8";".";"LOCATION DE SKIS";"05480 VILLAR D'ARENE";"";"VILLAR D'ARENE";"05480";"05";"CAM";"0476799504";"FR";"25341380608";"0";"99999999";"1";"1";"510";"70105907";"20";"LDC";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"0";"N1";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"juge-sports@sfr.fr";"70105907";"F/GIT";"20020114";"20230101"
"70105907";"1";"";"JUGE SPORTS I9E8";".";"LOCATION DE SKIS";"05480 VILLAR D'ARENE";"";"VILLAR D'ARENE";"05480";"05";"CAM";"0476799504";"FR";"25341380608";"0";"99999999";"1";"1";"510";"70105907";"20";"LDC";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"0";"N1";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"juge-sports@sfr.fr";"70105907";"F/PGT";"20130101";"20230101"
"70105907";"1";"";"JUGE SPORTS I9E8";".";"LOCATION DE SKIS";"05480 VILLAR D'ARENE";"";"VILLAR D'ARENE";"05480";"05";"CAM";"0476799504";"FR";"25341380608";"0";"99999999";"1";"1";"510";"70105907";"20";"LDC";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"0";"N1";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"juge-sports@sfr.fr";"70105907";"CWFR";"20090101";"20230101"
"70105913";"1";"";"TIKI BIKE - ROULX CHRISTOPHE E7";".";"ST GENEST";"05290 VALLOUISE";"";"VALLOUISE";"05290";"05";"CAM";"0610690128";"FR";"384265765";"0";"99999999";"1";"1";"510";"70105913";"20";"LAL";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"";"";"tikibikevtt@gmail.com";"70105913";"F/PGT";"20110601";"20230101"
"70105913";"1";"";"TIKI BIKE - ROULX CHRISTOPHE E7";".";"ST GENEST";"05290 VALLOUISE";"";"VALLOUISE";"05290";"05";"CAM";"0610690128";"FR";"384265765";"0";"99999999";"1";"1";"510";"70105913";"20";"LAL";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"";"";"tikibikevtt@gmail.com";"70105913";"CWFR";"20090101";"20230101"
"70105913";"1";"";"TIKI BIKE - ROULX CHRISTOPHE E7";".";"ST GENEST";"05290 VALLOUISE";"";"VALLOUISE";"05290";"05";"CAM";"0610690128";"FR";"384265765";"0";"99999999";"1";"1";"510";"70105913";"20";"LAL";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"";"";"tikibikevtt@gmail.com";"70105913";"F/GIT";"20080401";"20230101"
"70105916";"1";"";"LA ROSACE";"MAURICE ET JEAN PAUL FOURNIER";"";"05600 CEILLAC";"";"CEILLAC";"05600";"05";"CAM";"0492450169";"FR";"392675613";"0";"99999999";"1";"1";"510";"70105916";"20";"LAL";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"2";"";".00";"12";"740";"";"";".00";"";"750";"";"";"";"70105916";"F/GIT";"20200101";"20230101"
"70105916";"1";"";"LA ROSACE";"MAURICE ET JEAN PAUL FOURNIER";"";"05600 CEILLAC";"";"CEILLAC";"05600";"05";"CAM";"0492450169";"FR";"392675613";"0";"99999999";"1";"1";"510";"70105916";"20";"LAL";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"2";"";".00";"12";"740";"";"";".00";"";"750";"";"";"";"70105916";"F/PGT";"20200101";"20230101"
"70105916";"1";"";"LA ROSACE";"MAURICE ET JEAN PAUL FOURNIER";"";"05600 CEILLAC";"";"CEILLAC";"05600";"05";"CAM";"0492450169";"FR";"392675613";"0";"99999999";"1";"1";"510";"70105916";"20";"LAL";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"2";"";".00";"12";"740";"";"";".00";"";"750";"";"";"";"70105916";"CWFR";"20200101";"20230101"
"70105919";"1";"";"SARL BLANC GRAS SPORT";".";"39 RUE ST AREY";"05000 GAP";"";"GAP";"05000";"05";"CAM";"0492539521";"FR";"36418871810";"0";"99999999";"1";"1";"510";"70105919";"20";"LAL";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"";"";"blancgrasport@hotmail.fr";"70105919";"CWFR";"20090101";"20230101"
"70105919";"1";"";"SARL BLANC GRAS SPORT";".";"39 RUE ST AREY";"05000 GAP";"";"GAP";"05000";"05";"CAM";"0492539521";"FR";"36418871810";"0";"99999999";"1";"1";"510";"70105919";"20";"LAL";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"";"";"blancgrasport@hotmail.fr";"70105919";"F/GIT";"20110518";"20230101"
"70105930";"1";"";"VALLOUISE FREE BIKE";"RESTAURANT LES RHODODENDRONS";"PUY AILLAUD";"05290 VALLOUISE";"";"VALLOUISE";"05290";"05";"CAM";"0687049028";"FR";"00429412505";"0";"99999999";"1";"1";"510";"70105930";"20";"LAL";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"T";"";"lionelvarrot@gmail.com";"70105930";"F/PGT";"20110608";"20230101"
"70105930";"1";"";"VALLOUISE FREE BIKE";"RESTAURANT LES RHODODENDRONS";"PUY AILLAUD";"05290 VALLOUISE";"";"VALLOUISE";"05290";"05";"CAM";"0687049028";"FR";"00429412505";"0";"99999999";"1";"1";"510";"70105930";"20";"LAL";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"T";"";"lionelvarrot@gmail.com";"70105930";"F/GIT";"20020114";"20230101"
"70105930";"1";"";"VALLOUISE FREE BIKE";"RESTAURANT LES RHODODENDRONS";"PUY AILLAUD";"05290 VALLOUISE";"";"VALLOUISE";"05290";"05";"CAM";"0687049028";"FR";"00429412505";"0";"99999999";"1";"1";"510";"70105930";"20";"LAL";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"T";"";"lionelvarrot@gmail.com";"70105930";"CWFR";"20110601";"20230101"
"70105934";"1";"";"LES PRES SARL E7";".";"LE CLOS-RESIDENCE LES PRES";"05290 PUY SAINT VINCENT";"";"PUY SAINT VINCENT";"05290";"05";"CAM";"0492233285";"FR";"52479913980";"0";"99999999";"1";"1";"510";"70105934";"20";"LAL";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"1";"";".00";"TRA";"750";"E";"";"davidscoppettone@hotmail.fr";"70105934";"CWFR";"20140101";"20230101"
"70105935";"1";"";"ARNOUX RONY SPORT E6";"MR ARNOUX SPORT";"PONT DU FOSSE";"05260 ST JEAN ST NICOLAS";"";"ST JEAN ST NICOLAS";"05260";"05";"CAM";"0492559346";"FR";"57311626774";"0";"99999999";"1";"1";"510";"70105935";"20";"LAL";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"2";"N7";".00";"12";"724";"";"";".00";"TDS";"750";"E";"";"ronysport@wanadoo.fr";"70105935";"CWFR";"20140101";"20230101"
"70105935";"1";"";"ARNOUX RONY SPORT E6";"MR ARNOUX SPORT";"PONT DU FOSSE";"05260 ST JEAN ST NICOLAS";"";"ST JEAN ST NICOLAS";"05260";"05";"CAM";"0492559346";"FR";"57311626774";"0";"99999999";"1";"1";"510";"70105935";"20";"LAL";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"2";"N7";".00";"12";"724";"";"";".00";"TDS";"750";"E";"";"ronysport@wanadoo.fr";"70105935";"F/PGT";"20140101";"20230101"
"70105935";"1";"";"ARNOUX RONY SPORT E6";"MR ARNOUX SPORT";"PONT DU FOSSE";"05260 ST JEAN ST NICOLAS";"";"ST JEAN ST NICOLAS";"05260";"05";"CAM";"0492559346";"FR";"57311626774";"0";"99999999";"1";"1";"510";"70105935";"20";"LAL";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"2";"N7";".00";"12";"724";"";"";".00";"TDS";"750";"E";"";"ronysport@wanadoo.fr";"70105935";"F/GIT";"20140101";"20230101"
"70105936";"1";"";"ELIOTT SAS E5 R";"M. BERGER NICOLAS";"LES AIRELLES-LE ROSIER";"05100 VAL DES PRES";"";"VAL DES PRES";"05100";"05";"CAM";"0609710296";"FR";"50799393632";"0";"99999999";"1";"1";"510";"70105936";"20";"LAF";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"2";"N7";".00";"12";"732";"1";"";".00";"TRA";"755";"E";"";"saseliott@gmail.com";"70105936";"POSTE";"20150101";"20210101"
"70105937";"1";"";"VARS SPORTS E6";"M. ORAIN MICHAEL";"RESIDENCE SEIGNON";"05560 VARS";"";"VARS";"05560";"05";"CAM";"0492466366";"FR";"59392226726";"0";"99999999";"1";"1";"510";"70105937";"20";"LAL";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"mik.orain@gmail.com";"70105937";"CWFR";"20150101";"20230101"
"70105937";"1";"";"VARS SPORTS E6";"M. ORAIN MICHAEL";"RESIDENCE SEIGNON";"05560 VARS";"";"VARS";"05560";"05";"CAM";"0492466366";"FR";"59392226726";"0";"99999999";"1";"1";"510";"70105937";"20";"LAL";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"mik.orain@gmail.com";"70105937";"F/PGT";"20150101";"20230101"
"70105937";"1";"";"VARS SPORTS E6";"M. ORAIN MICHAEL";"RESIDENCE SEIGNON";"05560 VARS";"";"VARS";"05560";"05";"CAM";"0492466366";"FR";"59392226726";"0";"99999999";"1";"1";"510";"70105937";"20";"LAL";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"mik.orain@gmail.com";"70105937";"F/GIT";"20150101";"20230101"
"70105938";"1";"";"LA CYCLERIE DES ALPES-ZEPHYR CYCLE R";"M. LEVENT BRUNO";"26 AVENUE JEAN JAURES";"05000 GAP";"";"GAP";"05000";"05";"CAM";"0492493725";"FR";"49798027322";"0";"99999999";"1";"1";"510";"70105938";"20";"LAF";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"732";"1";"";".00";"TRA";"755";"E";"";"contact@lacyclerie.fr";"70105938";"CWFR";"20160101";"20210101"
"70105938";"1";"";"LA CYCLERIE DES ALPES-ZEPHYR CYCLE R";"M. LEVENT BRUNO";"26 AVENUE JEAN JAURES";"05000 GAP";"";"GAP";"05000";"05";"CAM";"0492493725";"FR";"49798027322";"0";"99999999";"1";"1";"510";"70105938";"20";"LAF";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"732";"1";"";".00";"TRA";"755";"E";"";"contact@lacyclerie.fr";"70105938";"POSTE";"20160101";"20210101"
"70105939";"1";"";"SPORT CONCEPT-GO SPORT R";"M. CARMONA GREGORY";"2 AVENUE DU DAUPHINE";"05100 BRIANCON";"";"BRIANCON";"05100";"05";"CAM";"0492400102";"FR";"10789869609";"0";"99999999";"1";"1";"510";"70105939";"20";"LAF";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"732";"1";"";".00";"SPO";"755";"E";"";"fmgt@hotmail.fr";"70105939";"POSTE";"20160101";"20210101"
"70105940";"1";"";"MOUNTAIN PASS E6";"M. LACOFFE FABRICE";"IMMEUBLE LE QUEYRELET 1";"05170 ORCIERES MERLETTE";"";"ORCIERES MERLETTE";"05170";"05";"CAM";"0492557211";"FR";"37808233076";"0";"99999999";"1";"1";"510";"70105940";"20";"LAL";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"mountainpass@outlook.fr";"70105940";"F/BIA";"20200101";"20200401"
"70105940";"1";"";"MOUNTAIN PASS E6";"M. LACOFFE FABRICE";"IMMEUBLE LE QUEYRELET 1";"05170 ORCIERES MERLETTE";"";"ORCIERES MERLETTE";"05170";"05";"CAM";"0492557211";"FR";"37808233076";"0";"99999999";"1";"1";"510";"70105940";"20";"LAL";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"mountainpass@outlook.fr";"70105940";"CWFR";"20160101";"20230101"
"70105940";"1";"";"MOUNTAIN PASS E6";"M. LACOFFE FABRICE";"IMMEUBLE LE QUEYRELET 1";"05170 ORCIERES MERLETTE";"";"ORCIERES MERLETTE";"05170";"05";"CAM";"0492557211";"FR";"37808233076";"0";"99999999";"1";"1";"510";"70105940";"20";"LAL";"0";"";"RSANPHI";"EUR";"DMY";"HRS";"";"FR";"0";"N7";".00";"12";"724";"";"";".00";"TRA";"750";"E";"";"mountainpass@outlook.fr";"70105940";"F/GIT";"20160101";"20230101"
"70106033";"1";"00002";"ECOLOOK I2E2";".";"22 RUE DE BARLA";"06300 NICE";"";"01";"06300";"06";"CAM";"";"FR";"";"0";"99999999";"1";"1";"510";"70106033";"90";"LTR";"0";"06300";"RMONDAN";"EUR";"DMY";"MET";"";"FR";"2";"N1";"100.00";"12";"710";"1";"";"100.00";"TRA";"LIB";"T";"";"info@newteon.com";"NULL";"NULL";"NULL";"NULL"
"70106033";"1";"";"NEWTEON FRANCE SARL I7R";".";"22 RUE BARLA";"06300 NICE";"";"NICE";"06300";"06";"CAM";"0970445854";"FR";"37493035844";"0";"99999999";"1";"1";"510";"70106033";"90";"LTR";"0";"06300";"RMONDAN";"EUR";"DMY";"MET";"";"FR";"2";"N1";"100.00";"12";"710";"1";"";"100.00";"TRA";"LIB";"T";"";"info@newteon.com";"NULL";"NULL";"NULL";"NULL"
"70106033";"1";"06300";"NEWTEON NICE I6R";"TEL 09 70 44 58 54";"22 RUE DE BARLA";"06300 NICE";"";"NICE";"06300";"06";"CAM";"";"FR";"";"0";"99999999";"1";"1";"510";"70106033";"90";"LTR";"0";"06300";"RMONDAN";"EUR";"DMY";"MET";"";"FR";"2";"N1";"100.00";"12";"710";"1";"";"100.00";"TRA";"LIB";"T";"";"info@newteon.com";"NULL";"NULL";"NULL";"NULL"
"70106037";"1";"";"STEVER 2 ROUES I0 E8";".";"1 RUE MONTAIGNE";"06400 CANNES";"";"CANNES";"06400";"06";"CAM";"0493394449";"FR";"10401118732";"0";"99999999";"1";"1";"510";"70106037";"20";"LTR";"0";"";"RSANPHI";"EUR";"DMY";"MET";"";"FR";"0";"N1";"220.00";"12";"710";"1";"";"90.00";"TRA";"LIB";"T";"";"stever2roues@orange.fr";"70106037";"CWFR";"20121101";"20210101"
"70106037";"1";"";"STEVER 2 ROUES I0 E8";".";"1 RUE MONTAIGNE";"06400 CANNES";"";"CANNES";"06400";"06";"CAM";"0493394449";"FR";"10401118732";"0";"99999999";"1";"1";"510";"70106037";"20";"LTR";"0";"";"RSANPHI";"EUR";"DMY";"MET";"";"FR";"0";"N1";"220.00";"12";"710";"1";"";"90.00";"TRA";"LIB";"T";"";"stever2roues@orange.fr";"70106037";"F/GIT";"20140101";"20210101"
"70106037";"1";"";"STEVER 2 ROUES I0 E8";".";"1 RUE MONTAIGNE";"06400 CANNES";"";"CANNES";"06400";"06";"CAM";"0493394449";"FR";"10401118732";"0";"99999999";"1";"1";"510";"70106037";"20";"LTR";"0";"";"RSANPHI";"EUR";"DMY";"MET";"";"FR";"0";"N1";"220.00";"12";"710";"1";"";"90.00";"TRA";"LIB";"T";"";"stever2roues@orange.fr";"70106037";"F/PGT";"20121101";"20210101"
"70106039";"1";"";"AVCYCLES SARL I7E8R";".";"13 ROUTE DE SOSPEL";"06500 MENTON";"";"MENTON";"06500";"06";"CAM";"0493866951";"FR";"75790359707";"0";"99999999";"1";"1";"510";"70106039";"20";"LTR";"0";"";"RSANPHI";"EUR";"DMY";"MET";"";"FR";"0";"N1";".00";"12";"710";"1";"";".00";"TRA";"LIB";"E";"";"sport21cycles@gmail.com";"70106039";"POSTE";"20160101";"20210101"
"70106043";"1";"";"GOLDEN CYCLES I20E6";"SAS MJ BIKES 1987";"77 AVENUE DES FRERES ROUSTAN";"06220 GOLFE JUAN";"";"GOLFE JUAN";"06220";"06";"CAM";"0986174571";"FR";"42807500178";"0";"99999999";"1";"1";"510";"70106043";"20";"LTR";"0";"";"RSANPHI";"EUR";"DMY";"MET";"";"FR";"0";"N1";".00";"12";"710";"";"";".00";"TRA";"LIB";"";"";"mjbikes1987@gmail.com";"70106043";"F/BIA";"20151001";"20210101"
"70106043";"1";"";"GOLDEN CYCLES I20E6";"SAS MJ BIKES 1987";"77 AVENUE DES FRERES ROUSTAN";"06220 GOLFE JUAN";"";"GOLFE JUAN";"06220";"06";"CAM";"0986174571";"FR";"42807500178";"0";"99999999";"1";"1";"510";"70106043";"20";"LTR";"0";"";"RSANPHI";"EUR";"DMY";"MET";"";"FR";"0";"N1";".00";"12";"710";"";"";".00";"TRA";"LIB";"";"";"mjbikes1987@gmail.com";"70106043";"CWFR";"20151125";"20230101"
"70106047";"1";"";"SARL EIS COTE-EBIKE I9E8";".";"1200 CHEMIN DES COMBES";"06600 ANTIBES";"";"ANTIBES";"06600";"06";"CAM";"0493679029";"FR";"06804799880";"0";"99999999";"1";"1";"510";"70106047";"20";"LTR";"0";"";"RROUJON";"EUR";"DMY";"MET";"";"FR";"0";"N1";"120.00";"12";"710";"";"";"100.00";"TRA";"LIB";"";"";"contact@cote-ebike.com";"70106047";"CWFR";"20160101";"20230101"
